Context.php?Start=115055377&End=115055379	compagnia a compagnia	Da 	compagnia a compagnia	 le condizioni possono variare sensibilmente.
Context.php?Start=66151204&End=66151206	corpo a corpo	Cerchiamo libri in cui il sentimento deflagra, in cui la verità non è solo nello stile o nella forma, ma nella stessa pregnanza della parola, dove gli scrittori mettono in gioco se stessi, si mostrano al lettore in modo arrendevole, in un atto ultimativo, eppure proprio in questa loro arrendevolezza è già insita l'aggressione, il 	corpo a corpo	 che intraprendono con ciò che intendono raccontare.
Context.php?Start=67214175&End=67214177	corpo a corpo	La ragazza stava cercando a fatica di chiudere un panciuto borsone, appoggiandovisi con tutto il suo peso, in una specie di 	corpo a corpo	 dall'esito incerto.
Context.php?Start=67504405&End=67504407	corpo a corpo	, musmurrina lusorillia, non lo sappiamo... lo sappiamo sì: a buttare fuori l'anima... per restare col nostro corpo delicato che muore... o colce ulcedia... ti lascio questa memoria: tutte le vaschette di gelato sono corpi che hanno appena fatto l'amore, stanno lì spianati, il velo di sudore li brina, li fredda, si offrono alle scanalature delle cucchiaiate, della paletta che li smunge in falde, che li spolpa in dolci riccioli d'onde... questo è... ci mettiamo un po 'di tempo per rientrare nei pratici corpi di chi risolve la questione con una visita in pasticceria, per andare a vedere com'era, come eravamo, come siamo rimasti, dove ancora coliamo, dove ancora c'è traccia, dove il segno è lasciato, dove la refrigerazione blocca tutto ciò che a temperatura corporea si scioglie e cerca la via, per andare a vedere le panne, le creme penetrate, spalmate, certe lucidità di miele, certe attrattive per la lingua che come un intero animale entra in fremito, certe forme che sono le nostre, certi zuccheri disseccati su ventri giustamente alcolici, il babà intriso, tesoro mio, nella sua sfinitezza è l'emblema, è la continuazione assurda, spossata, per sempre, quel turgore fradicio, immollato, quel bagnamento tenero e così taurino, quell'impudenza umida, mio amore, così perseverante nella sua disfatta al tatto, e che non va morso né tagliato mai ma: apri la bocca, amore, all'interezza, disperatamente... e noi nel laboratorio, primadelle vetrine e dei refrigeratori, primadelle palette e dell'incarto, noi, primadel fiocco, primadella guantiera, noi, nel laboratorio, passiamo sotto le nostre mani che ci torcono, e nelle impastatrici di noi che ci rivoltiamo per ribaltarci poi sulla spianatoia di un assetto da ago di bussola, io e te sul perno, tremanti d'una fluttuazione esatta... Faremo poi i rivestiti, useremo le gambe anche per camminare e le mani per stringerci la mano, l'avambraccio, e andremo a dare un'occhiata alla nostra dolce pornografia esposta, non ne esiste altra, non scherziamo, il resto non è che irridente lontananza dal corpo, ma qui nella pasticceria'Primavera'dei nostri miscugli, qui già il primo odore è quello che sale dal tuo omero, che le tue scapole sprigionano e poi, sapendo annusare, io ti sento tutta, e possiamo poggiare una mano sul vetro e, dietro il vetro, dagli allineamenti di tutte le nostre arruffate e confusionarie complicazioni di corpi che non sanno quale sia il proprio, da quelle belle file sistemate in porzioni che stanno in una mano, da quelle schiere di"ancora", di"sì, così"di"spingi", di"non fermarti", di"più forte", di"ne voglio ancora"(gli autentici nomi delle paste), da quella compostezza di schieramento in campo per il più ripetitivo dei 	corpo a corpo	, da quel dolciume in riga sorge verso il vetro, verso le nostre dita, qualcosa come una movenza di guancia aromatica rigata di lacrime, ma lacrime di un occhio che voleva partecipare con la lacerazione della sua pellicola d'anice più che piangere... sei tutta nuda, quindi inspiegabile, io stringo in qualche modo il cono ripieno di te vestita quando ci vedemmo in un giardino pubblico e il tuo seno sotto la stoffa diventò borioso per me, puntandomi addosso due occhi sporgenti di ciliegia che prima non c'erano... io stringo il cono e lo schiaccio e noi, sempre noi da lì noi usciamo per impiastricciarci in maniera così piacevole e scostumata... amore ancora, noi roviniamo ancora tra le paste... che, fermi i nostri corpi, poi si ricomporranno in scandaloso ordine, assetto, cose, oggetto d'amore.
Context.php?Start=67772040&End=67772042	corpo a corpo	Scoperto difronteal proprio nemico, faccia a faccia, 	corpo a corpo	, il nostro scrittore si apprestava a scrivere un'altra pagina del suo romanzo, quello della vita.
Context.php?Start=67999735&End=67999737	corpo a corpo	Si è barricato nel suo tugurio, impegnato in un interminabile 	corpo a corpo	 con la suscettibile divinità cibernetica.
Context.php?Start=68243698&End=68243700	corpo a corpo	Può ammazzarti, se non ti teme, con un solo dito in una lotta 	corpo a corpo	, o conficcarti, se ha paura, un coltello tra le scapole.
Context.php?Start=68299774&End=68299776	corpo a corpo	Cominciò il 	corpo a corpo	 tra la folla e la milizia e più nessuno ebbe pietà: il leone affamato non strappa così a brano a brano l'antilope che ha ucciso e che sta mangiando.
Context.php?Start=68299915&End=68299917	corpo a corpo	Arrivarono altri battaglioni della milizia che circondarono la spianata e aprirono il fuoco concentrico volendo una carneficina feroce che non risparmiò neppure i miliziani sopravvissuti al 	corpo a corpo	 con la folla, ma ancora nella spianata.
Context.php?Start=68578686&End=68578688	corpo a corpo	E mentre ritraevo l'occhio affascinato da quella enigmatica polifonia di membra sante e di lacerti infernali, vidi alatodel portale, e sotto le arcate profonde, talora istoriati sui contrafforti nello spazio tra le esili colonne che li sostenevano e adornavano, e ancora sulla folta vegetazione dei capitelli di ciascuna colonna, e di lì ramificandosi verso la volta silvestre delle multiple arcate, altre visioni orribili a vedersi, e giustificate in quel luogo solo per la loro forza parabolica e allegorica o per l'insegnamento morale che trasmettevano: e vidi una femmina lussuriosa nuda e scarnificata, rosa da rospi immondi, succhiata da serpenti, accoppiata a un satiro dal ventre rigonfio e dalle gambe di grifo coperte di ispidi peli, la gola oscena, che urlava la propria dannazione, e vidi un avaro, rigido della rigidità della morte sul suo letto sontuosamente colonnato, ormai preda imbelle di una coorte di demoni di cui uno gli strappava dalla bocca rantolante l'anima informadi infante (ahimè mai più nascituro alla vita eterna), e vidi un orgoglioso cui un demone s'installava sulle spalle ficcandogli gli artigli negli occhi, mentre altri due golosi si straziavano in un 	corpo a corpo	 ripugnante, e altre creature ancora, testa di capro, pelo di leone, fauci di pantera, prigionieri in una selva di fiamme di cui quasi potevi sentire l'alito ardente.
Context.php?Start=69158566&End=69158568	corpo a corpo	Interminabili marce nel sole, esercitazioni al poligono, addestramenti nel 	corpo a corpo	, scoppi simulati per abituarsi a calcolare la distanza di un colpo: sfacchinate da lasciarti secco.
Context.php?Start=69583738&End=69583740	corpo a corpo	Nell'insieme, grazieal mio tempestivo intervento, fu un combattimento a distanza, tranne qualche punto in cui ci furono dei 	corpo a corpo	, allalucedei falò e del sole che ormai si stava alzando.
Context.php?Start=69858551&End=69858553	corpo a corpo	Ecco: la Marsigliese combatte con God Save the Queen; c'è anche un po 'di Rule Britannia, perché mi piaceva... E son salve di cannone, colpi di moschetto, mentre i temi si affrontano in un 	corpo a corpo	 da rimanerci schiantati; e meno male che ero già sordo.
Context.php?Start=70718596&End=70718598	corpo a corpo	Non mi stupii vistoche stava affrontando il piano in un 	corpo a corpo	.
Context.php?Start=70733262&End=70733264	corpo a corpo	C'è chi lo fa col polso...» Non mi spostò la mano, fui io a ritirarla per far perdurare l'attesa di un 	corpo a corpo	 senza vinti, per due vincitori.
Context.php?Start=70775687&End=70775689	corpo a corpo	E poi, obiettivamente, la sua utilità in un 	corpo a corpo	 era tutta da dimostrare.
Context.php?Start=70788509&End=70788511	corpo a corpo	Nei precedenti 	corpo a corpo	 avevo avuto fortuna, ma in quel momento ero disarmato di gondole e nessun vigile passava di lì a distrarlo.
Context.php?Start=70944564&End=70944566	corpo a corpo	Fu quella notte che le spaccai il cranio con la mazza in un 	corpo a corpo	 rischioso.
Context.php?Start=72542682&End=72542684	corpo a corpo	Feroce fu la lotta nel 	corpo a corpo	.
Context.php?Start=72742024&End=72742026	corpo a corpo	) Poreda sembra muoversi meglio nel 	corpo a corpo	 (sta'zitto bastardo, sta'zitto) l'arbitro divide i due pugili E QUELLO COSI'ARBITRO?
Context.php?Start=72742482&End=72742484	corpo a corpo	Terza ripresa qui sul ring del Pontiac Hotel, Larry Lawyer Gorman contro Stanley Hooker Poreda, grande tensione, è un incontro che vive di improvvise, fulminee fiammate... la classe di Lawyer contro l'esperienza e la potenza di Poreda... quelli che alla vigilia prevedevano una farsa buona solo a riempire le tasche dei bookmaker adesso dovranno nicredersi NON FARLO AVVICINARE LARRY con due formidabili combattenti (e vai fuoridai coglioni, merda) Poreda cerca la distanza ravvicinata, costringe Lawyer al corpo a corpo (fottiti), testa contro testa, scariche di colpi ai fianchi dapartedi NIENTE RISSE LARRY VIA DA Lì l'arbitro ordina il break, Poreda richiude immediatamente, non lascia respirare Lawyer, ha evidentemente deciso di non concedergli più lo spazio che VELOCITA', LARRY, VELOCE E VIA ancora disordinati scambi nel 	corpo a corpo	 (veloce, veloce, okay, veloce), l'arbitro ordina ancora il break, ma Poreda si fa sotto, la testa incassata nelle spalle, scivola via di classe Lawyer, gira intornoall'avversario, cambia passo, cambia direzione, Poreda cerca ancora la corta distanza, LAMPO DI LAWYER, un diretto che ha aperto la guardia di Poreda, ANCORA UN JAB, E ANCORA UN ALTRO, colpi rapidissimi, Lawyer colpisce e poi torna a ballare intorno (adesso, tutto in un minuto, adesso) è la sua boxe migliore, agilità e velocità, ANCORA COL JAB, FINTA IL GANCIO, POREDA SCAPPA COL BUSTO, MA LAWYER COLPISCE COL DIRETTO, POREDA TOCCATO AL VOLTO, CALMO, LARRY, CALMO PORCA PUTTANA, sembra un elastico Lawyer, avanti e indietro, folate velocissime, Poreda non sembra capirci molto, aspetta alle corde e subisce, Lawyer, uno spettacolo, è la sua boxe migliore LARRY, VACCA PUTTANA, FERMATI, AFFONDA DECISO QUESTA VOLTA LAWYER, POREDA RIMBALZA SULLE CORDE, COMBINAZIONE A DUE MANI DI LAWYER, MONTANTE DI POREDA, A SEGNO, LAWYER TOCCATO DURO MA CHIUDE ANCORA, AL CORPO ADESSO, E UN GANCIO, A SEGNO, TRABALLA POREDA, CERCA DI USCIRE, LAWYER LO CHIUDE, GANCIO RAVVICINATO, LAWYER ANCORA A SEGNO (respira e chiudi), LAWYER INDIETRO DI DUE PASSI, Poreda respira, tutto il pubblico in piedi, E ADESSO VATTENE LARRY, VATTENE, nervi a fior di LAWYER, UN LAMPO, DIRETTO DESTRO E GANCIO, UNA FUCILATA, (vai giù bastardo) POREDA RIMBALZA SULLE CORDE, (giù porca troia) SI PIEGA, LAWYER A DUE MANI, (vaffanculo vaffanculo vaffanculo) POREDA SCIVOLA DI FIANCO, GANCIO LARGO, TOCCATO LAWYER (basta cristo) CHE RISPONDE CON UN DIRETTO, A VUOTO, (respirare, da quant'è che non respiro?
Context.php?Start=72742543&End=72742545	corpo a corpo	Terza ripresa qui sul ring del Pontiac Hotel, Larry Lawyer Gorman contro Stanley Hooker Poreda, grande tensione, è un incontro che vive di improvvise, fulminee fiammate... la classe di Lawyer contro l'esperienza e la potenza di Poreda... quelli che alla vigilia prevedevano una farsa buona solo a riempire le tasche dei bookmaker adesso dovranno nicredersi NON FARLO AVVICINARE LARRY con due formidabili combattenti (e vai fuoridai coglioni, merda) Poreda cerca la distanza ravvicinata, costringe Lawyer al corpo a corpo (fottiti), testa contro testa, scariche di colpi ai fianchi dapartedi NIENTE RISSE LARRY VIA DA Lì l'arbitro ordina il break, Poreda richiude immediatamente, non lascia respirare Lawyer, ha evidentemente deciso di non concedergli più lo spazio che VELOCITA', LARRY, VELOCE E VIA ancora disordinati scambi nel 	corpo a corpo	 (veloce, veloce, okay, veloce), l'arbitro ordina ancora il break, ma Poreda si fa sotto, la testa incassata nelle spalle, scivola via di classe Lawyer, gira intornoall'avversario, cambia passo, cambia direzione, Poreda cerca ancora la corta distanza, LAMPO DI LAWYER, un diretto che ha aperto la guardia di Poreda, ANCORA UN JAB, E ANCORA UN ALTRO, colpi rapidissimi, Lawyer colpisce e poi torna a ballare intorno (adesso, tutto in un minuto, adesso) è la sua boxe migliore, agilità e velocità, ANCORA COL JAB, FINTA IL GANCIO, POREDA SCAPPA COL BUSTO, MA LAWYER COLPISCE COL DIRETTO, POREDA TOCCATO AL VOLTO, CALMO, LARRY, CALMO PORCA PUTTANA, sembra un elastico Lawyer, avanti e indietro, folate velocissime, Poreda non sembra capirci molto, aspetta alle corde e subisce, Lawyer, uno spettacolo, è la sua boxe migliore LARRY, VACCA PUTTANA, FERMATI, AFFONDA DECISO QUESTA VOLTA LAWYER, POREDA RIMBALZA SULLE CORDE, COMBINAZIONE A DUE MANI DI LAWYER, MONTANTE DI POREDA, A SEGNO, LAWYER TOCCATO DURO MA CHIUDE ANCORA, AL CORPO ADESSO, E UN GANCIO, A SEGNO, TRABALLA POREDA, CERCA DI USCIRE, LAWYER LO CHIUDE, GANCIO RAVVICINATO, LAWYER ANCORA A SEGNO (respira e chiudi), LAWYER INDIETRO DI DUE PASSI, Poreda respira, tutto il pubblico in piedi, E ADESSO VATTENE LARRY, VATTENE, nervi a fior di LAWYER, UN LAMPO, DIRETTO DESTRO E GANCIO, UNA FUCILATA, (vai giù bastardo) POREDA RIMBALZA SULLE CORDE, (giù porca troia) SI PIEGA, LAWYER A DUE MANI, (vaffanculo vaffanculo vaffanculo) POREDA SCIVOLA DI FIANCO, GANCIO LARGO, TOCCATO LAWYER (basta cristo) CHE RISPONDE CON UN DIRETTO, A VUOTO, (respirare, da quant'è che non respiro?
